"","T0","T1","T2","T4","T5","T6","T7","T8"
"SLC3A2",123138.566666667,126704.466666667,115776.616666667,86921.1666666667,87762.6166666667,93290.8333333333,93335.5666666667,96053.7666666667
"SLC41A1",6202.7,5933.93333333333,6970.23333333333,6467.86666666667,6716.66666666667,7309.03333333333,6784.43333333333,6767.4
"SLC41A3",20784.3333333333,21077.3333333333,21724,18079.6666666667,19065,20300.3333333333,22391,22531.3333333333
"SLC43A3",7500.23333333333,7997.26666666667,5234.66666666667,178.5,322.276666666667,288.173333333333,394.36,373.726666666667
"SLC44A1",32310,34996.6666666667,38842.6666666667,19562,22056.6666666667,28865.6666666667,29065.6666666667,29167
"SLC44A2",49087.3333333333,58818.3333333333,52623.6666666667,67361,66255.3333333333,61438,67682,64531.6666666667
"SLC46A1",6062.26666666667,5640.33333333333,5840,4966.6,5468.26666666667,5239.66666666667,5412.4,5255.23333333333
"SLC46A3",1993.10333333333,2311.76666666667,2780.06666666667,6823.03333333333,8337.16666666667,9196.66666666667,9610,9186
"SLC4A1AP",2039.3,2133.77666666667,2047.78666666667,2283.66666666667,3072.11,1825.71666666667,2630.69,2029.44333333333
"SLC4A2",59974.3333333333,64166.3333333333,55804,35391.6666666667,38177,39358,40130.6666666667,42619
"SLC4A4",375.466666666667,647.033333333333,532.266666666667,255.446666666667,152.086666666667,489.466666666667,792.1,334.9
"SLC4A7",6999.65833333333,7351.82833333333,7165.6325,6915.91416666667,6932.82166666667,6758.7125,7567.56916666667,7117.96916666667
"SLC52A2",6893.96666666667,7769.16666666667,7868.5,9435.4,10583.6333333333,10198.4333333333,10847.5333333333,8429
"SLC5A1",412.62,395.223333333333,574.313333333333,269.13,269.48,189.38,212.526666666667,0
"SLC5A3",8279.83333333333,7520.36666666667,6345.6,5589.86666666667,6131.63333333333,6050.76666666667,5974.96666666667,7224.43333333333
"SLC5A6",12409.7333333333,14985.3333333333,14722.3333333333,8699.06666666667,8930.53333333333,10945.4,11491,14101
"SLC6A11;SLC6A13;SLC6A12;SLC6A2;SLC6A3",1033.33333333333,934.633333333333,1194.53333333333,348.596666666667,355.493333333333,667.356666666667,479.99,732.663333333333
"SLC6A14",5527.56666666667,5479.46666666667,4574.46666666667,4902.4,5584.53333333333,4343.7,4206.9,3633.76666666667
"SLC6A15",2854.86666666667,2714.73333333333,2907,2338.43333333333,2665.63333333333,2372.26666666667,2842,2668.6
"SLC6A6",8230.36666666667,7956.1,7004.86666666667,2789.10333333333,3569.3,4641.3,4343.36666666667,6371.86666666667
"SLC6A8",7092.3,7325.56666666667,6882.76666666667,5406.96666666667,5391.93333333333,4070.8,5161,4926.96666666667
"SLC6A9",11450.2333333333,13058.3333333333,13248,10018.6333333333,9626.46666666667,9830.06666666667,10046.1,9987.5
"SLC7A1",15627.3333333333,22536.8333333333,16206.0333333333,12123.3666666667,13275.4,16700.7333333333,17838.1333333333,15639.4333333333
"SLC7A2",1557.30333333333,2181.43333333333,1244.91333333333,913.813333333333,820.406666666667,948.14,896.58,1097.58333333333
"SLC7A5",95217,103409.333333333,92917,68903,69324,76330.6666666667,77210.6666666667,71902.6666666667
"SLC7A6",10733.4666666667,10358.5666666667,10745.2666666667,10533.6666666667,10176.6666666667,13106.3333333333,13838.3333333333,13579
"SLC9A1",23489.6666666667,25946.3333333333,25430.5,26072.1666666667,30053.5333333333,27156.4333333333,30505.4666666667,25611.3666666667
"SLC9A3R1",30688.6666666667,30555.3333333333,29325,24975,24002,20273.3333333333,22116,18991.6666666667
"SLC9A3R2",38983,42441.6666666667,42882.6666666667,48208.3333333333,55940.3333333333,55483.6666666667,57999,54060
"SLC9A6",4301.6,4292.85,4496.85,4968.55,6301.03333333333,5365.68333333333,5923.9,5696.51666666667
"SLC9A7",21336,21971,20440,17767.6666666667,20002,22966.6666666667,24838.6666666667,26375
"SLC9A8",4348.46666666667,5668.86666666667,5621.06666666667,2843.7,2529.63333333333,2565.6,2876.26666666667,2802.9
"SLC9A9",3521.76666666667,2988.66666666667,3418,3451.4,4142.6,2717.66,2967.66666666667,2545.15333333333
"SLC9B2",388.933333333333,499.466666666667,476.8,448.9,576.133333333333,451.866666666667,445,476.666666666667
"SLCO3A1",12475.8333333333,12233.7666666667,11896.9,9906.43333333333,9459.46666666667,10011.8666666667,9300.73333333333,9820.2
"SLFN5",45709.3333333333,47337,42250.6666666667,41853.3333333333,48348,41847,55376,45537
"SLIRP",71087.6666666667,77421.6666666667,76258,54827,52852,53317,49889,51707.6666666667
"SLIT1",2136.6,3124.4,2322.6,3196.43333333333,3618.33333333333,3436.4,4032.56666666667,2883.51666666667
"SLITRK6;SLITRK5",125.273333333333,219.683333333333,480.016666666667,671.186666666667,1049.2,1569.5,1725.63333333333,2565.46666666667
"SLK",76676.6666666667,70889.3333333333,67120,55134.6666666667,61393.6666666667,51639.3333333333,51810.3333333333,51376.6666666667
"SLMAP",157786.666666667,174046.666666667,178866.666666667,137143.333333333,149020,147653.333333333,158170,155376.666666667
"SLPI",74237.6666666667,109015.666666667,114750.333333333,53439,62681.6666666667,48042.6666666667,62241.6666666667,47633.6666666667
"SLTM",170776.666666667,178683.333333333,186296.666666667,120100,132853.333333333,147440,149463.333333333,159833.333333333
"SLU7",50856.6666666667,53644.3333333333,52394,38380.6666666667,42815.3333333333,43974.6666666667,47058.3333333333,44360.3333333333
"SMAD2",9134.76666666667,10154.3,8089.86666666667,7336.83333333333,8486.7,8900.96666666667,10249.3,8931.83333333333
"SMAD3",13489,17670.6666666667,16591.6666666667,15180,16017.6666666667,15287.3333333333,16308.3333333333,14775.3333333333
"SMAD4",2356.06333333333,3334.15666666667,3223.94,2915.55666666667,2465.11333333333,2828.34,2934.95333333333,2563.97333333333
"SMAD5;SMAD1",5412.4,4533.30666666667,5514.10666666667,4952.845,4833.23333333333,4583.94,5408.21333333333,5286.11333333333
"SMARCA1",3646.93333333333,3754.43333333333,3874.46666666667,4718.36666666667,5915.7,5284.33333333333,5768.33333333333,6202.7
"SMARCA2",48358,53918.6666666667,54754.6666666667,48620,49633,51913,54199.3333333333,54335.6666666667
"SMARCA4",67696,74456,72057,80339.3333333333,87698.3333333333,85818,89106.3333333333,84448
"SMARCA5",190243.333333333,217246.666666667,213056.666666667,206673.333333333,225076.666666667,218796.666666667,238713.333333333,223480
"SMARCAL1",1167.75666666667,1179.17,1045.78333333333,1020.18666666667,1164.61666666667,1044.94333333333,1059.35,994.273333333333
"SMARCB1",19403.5,20845.3333333333,21952.5666666667,23118.6666666667,25933.6666666667,22909.3333333333,25173,24419
"SMARCC1",80591,85452,90414.3333333333,74502.6666666667,83509,79556.6666666667,84365.3333333333,80340
"SMARCC2",80129.9,88308.1833333333,90331.8833333333,69197.2166666667,74692.4333333333,77436.8333333333,77243.8166666667,80436.3
"SMARCD1",5401.06666666667,5490.9,6551.4,7722.5,9489.03333333333,7756.03333333333,9357.13333333333,8127.93333333333
"SMARCD2",44732.3333333333,50617.6666666667,49295.3333333333,43472,49650.3333333333,48754.6666666667,54401.6666666667,49569.3333333333
"SMARCD3",408.853333333333,571.53,512.386666666667,490.446666666667,545.42,716.523333333333,998.166666666667,997.3
"SMARCE1",47592.6666666667,50659,52362.6666666667,31406.3333333333,37745,36092,34784.3333333333,35851
"SMC1A",255093.333333333,262516.666666667,267263.333333333,227576.666666667,237370,229063.333333333,246130,236050
"SMC2",2790.86666666667,2626.5,2804.93333333333,2952.36666666667,3561.53333333333,3583.16666666667,3002.06666666667,3074.56666666667
"SMC3",201123.333333333,205663.333333333,211890,177970,187373.333333333,191476.666666667,210700,201566.666666667
"SMC4",482.023333333333,491.49,468.456666666667,474.583333333333,431.66,465.206666666667,578.043333333333,620.876666666667
"SMC5",35758.3333333333,36077,36412.6666666667,19263.3333333333,19238.3333333333,24326,21973,26142.6666666667
"SMC6",21327.3333333333,20876.3333333333,21015,14513.8333333333,15658.3333333333,19196.6666666667,19255.6666666667,21695.6666666667
"SMCHD1",18477,21106.3333333333,21341.3333333333,17014.3333333333,16739.3333333333,20583.3333333333,21996.3333333333,20453.6666666667
"SMCR7L",11733.2666666667,13399.2666666667,12825.8333333333,9969.63333333333,10263.0666666667,10704.1,9899.16666666667,9379.66666666667
"SMEK1",2960.2,4150.9,3274.66666666667,3335.06666666667,3692.36666666667,4036.1,5461.4,3639.7
"SMG1",8004.76666666667,8242.23333333333,8606.33333333333,5463.16666666667,5131.76666666667,6587,7575.8,6938.76666666667
"SMG6",2138.8,2644.16666666667,2231.64333333333,1565.85666666667,1495.10666666667,1892.83,1588.25,1647.82666666667
"SMG7",2979.83333333333,2708.5,2770.36666666667,796.176666666667,820.5,666.736666666667,739.366666666667,1089.06666666667
"SMG8",2488.8,2778.1,2600.63333333333,2283.2,2501.16666666667,2594.46666666667,2667.23333333333,2973.66666666667
"SMG9",1184.23666666667,1358.1,1032.59666666667,1181.24,1039.91333333333,943.846666666667,1229.46666666667,816.543333333333
"SMIM12",7876.6,9230.53333333333,8863.1,8228.9,8408.36666666667,9348.83333333333,9137.06666666667,9969.03333333333
"SMIM13",2911.23333333333,3007.43333333333,2701.3,2244.53333333333,1976.7,2615.6,2475.33333333333,2351.26666666667
"SMIM20",5573.8,6029.43333333333,5565.13,6469.46666666667,5839.9,6195.03333333333,5877.93333333333,5983.8
"SMIM7",2562.56333333333,2749.28666666667,3089.63333333333,2551.46666666667,2962.45333333333,3217.6,3784.9,3022.83
"SMN1;SMN2",4514.33333333333,3960.66666666667,3147.5,942.933333333333,1027.73333333333,1470.43333333333,1825.76666666667,2214.6
"SMNDC1",56720,55263.3333333333,59011.3333333333,36372,41869.6666666667,34149.3333333333,34150.6666666667,36319.3333333333
"SMPD1",5097.96666666667,5753.73333333333,5801.73333333333,7583,9275.83333333333,8060.3,10438.8,9238.7
"SMPD2",5077.7,5331.23333333333,5446.76666666667,5898.43333333333,6904.66666666667,6255.4,6114.53333333333,6432.9
"SMPD4",25123.2777777778,25727.6333333333,26286.1322222222,22609.3111111111,25879.4777777778,23754.4111111111,26891.0666666667,26451.5777777778
"SMPDL3A",3879.88333333333,3869.16666666667,3874.8,5830.73333333333,6255.33333333333,5355.30333333333,5836.73333333333,5270.26666666667
"SMPDL3B",35150,37177.3333333333,32930.6666666667,32208,36492.3333333333,28903.6666666667,38286.3333333333,35770.3333333333
"SMS",12110.3333333333,13135.2,12780.7,14298.6333333333,14873.1333333333,12327.2666666667,13091.8666666667,12469.7333333333
"SMTN",2629.76666666667,2803.45,3068.03,2260.93333333333,2795.56333333333,3032.46666666667,2841.02,2959.36666666667
"SMU1",87788.6666666667,104048.666666667,98122.6666666667,59534,67160.6666666667,75281,89572.6666666667,77617.3333333333
"SMURF2",2364.23333333333,1920.03333333333,1890.72666666667,1916.02,2148.85333333333,1950.93,1952.04,2306.28
"SMYD5",1875.23333333333,1924,2089.66666666667,992.2,1058.26666666667,992,914.566666666667,1057.3
"SNAI2;SNAI1",2310.42333333333,2814.72666666667,3213,3233,3634.02,5487.5,5095.6,5702.96666666667
"SNAP23",27161.6666666667,25000.3333333333,26621,35541.3333333333,39882.3333333333,33174.3333333333,39660,38124.6666666667
"SNAP29",29175,28765,28830,25720.6666666667,26839.3333333333,19079,22267.6666666667,17485
"SNAP47",4726.3,4642.41666666667,4650.39666666667,5556.23333333333,5203.86,5671,6363.16666666667,4628.10666666667
"SNAPIN",14998.7666666667,15933,14293.1333333333,4103.86666666667,4059.06666666667,7067.4,7029.1,6419.43333333333
"SNCA",536.016666666667,466.186666666667,480.49,792.6,497.543333333333,397.263333333333,419.786666666667,501.87
"SNCG",86954,75046.6666666667,70841.3333333333,42138.6666666667,42271.6666666667,38306.3333333333,32765,34161.6666666667
"SND1",275743.333333333,296356.666666667,290646.666666667,276103.333333333,310766.666666667,287173.333333333,317450,269923.333333333
"SNF8",1267.3,1577.36666666667,1495.13333333333,1326.1,1192.53333333333,1340.2,1329.63333333333,1262.93333333333
"SNIP1",25970.6666666667,26489.6666666667,24618.3333333333,27386.6666666667,29172.3333333333,23119.6666666667,25921,23910.3333333333
"SNRNP200",279876.666666667,296730,295883.333333333,264376.666666667,284033.333333333,268906.666666667,301593.333333333,279686.666666667
"SNRNP27",4558.86666666667,4966.13333333333,5177.53333333333,5058.5,5129.93333333333,4340.43333333333,5028.6,4846.73333333333
"SNRNP40",50914,58465.3333333333,58899.3333333333,49144,54860,46031,58730.3333333333,48749
"SNRNP70",158263.333333333,165793.333333333,166683.333333333,119505.666666667,134031,141555.333333333,140907.666666667,146490
"SNRPA",104813.666666667,115715.666666667,118732,79745,84709.3333333333,95239.3333333333,96160.6666666667,97272.6666666667
"SNRPA1",51271.6666666667,53792,54180,46161,50798.6666666667,45522.3333333333,47874.6666666667,46662
"SNRPB;SNRPN",36001.3333333333,41949.6666666667,41592.3333333333,39751.6666666667,42667.6666666667,41744,45558.6666666667,38321.6666666667
"SNRPB2",38018.6666666667,39767.6666666667,38869.6666666667,28235.3333333333,30294.3333333333,34835.3333333333,37308,37971
"SNRPC",40636.6666666667,42586.6666666667,40844.3333333333,26570.9,28558.3333333333,34214.6666666667,36667,41922.3333333333
"SNRPD1",4294.43333333333,4762.66666666667,4731.2,5573.96666666667,6637.83333333333,6353.5,6797.8,6052.83333333333
"SNRPD2",52427.6666666667,59541.3333333333,56363.3333333333,49228.3333333333,52680.3333333333,47031.3333333333,57943,50875
"SNRPD3",38852.6666666667,41526.3333333333,40492.3333333333,41168,45880.6666666667,46210,52472.6666666667,44234
"SNRPE",630.986666666667,712.566666666667,848.716666666667,925.116666666667,1065.53333333333,1026.69666666667,1210.56666666667,834.716666666667
"SNRPF",14527.7,13354.1666666667,14133.3,14361.9,14364.1,12118.0333333333,15030.3333333333,13345.0666666667
"SNRPG;SNRPGP15",26205.6666666667,29046.6666666667,28761,17147.0333333333,19279.5333333333,24161.6666666667,24139.6666666667,25752.6666666667
"SNTB2",62674.6666666667,63185,59231.3333333333,57573.6666666667,63760.6666666667,62456,65730,60552
"SNW1",113631.333333333,114357,114374.666666667,97558,102093.333333333,98603.6666666667,97833.3333333333,99201.6666666667
"SNX1",18010.2333333333,16311.2,15809.7666666667,17659.8666666667,18126.3,15240.3333333333,15194.4666666667,14706.5
"SNX11",5381.5,4679.2,4837,5936.93333333333,6535.36666666667,6227.7,6341.63333333333,5439.06666666667
"SNX12",7971.93333333333,9588.3,8213.86666666667,9854.43333333333,8854.86666666667,8268.46666666667,8494,7680.1
"SNX13",6596.36666666667,6160.46666666667,6690.7,6103.96666666667,6526.2,5961.06666666667,6621.3,5571
"SNX14",7723.06666666667,8917.03333333333,9265.6,8666.53333333333,9844.3,8891.23333333333,10373.4666666667,9163.83333333333
"SNX16",3737.73333333333,3987.3,4098.7,2639.58666666667,2745.10666666667,2386.67,2118.89,1793.12333333333
"SNX17",6237.23333333333,6724.7,6735.13333333333,7533.63333333333,8933.93333333333,9036.73333333333,10670.7666666667,9236.9
"SNX18",8384.8,8428,8023.4,6692.53333333333,6298.5,6419.2,6372.9,6443.63333333333
"SNX19",12938.6333333333,14542,15106.8666666667,17592.3666666667,20314.4,20217.1666666667,21509.3333333333,21217.4
"SNX2",31194.6666666667,31988.6666666667,29449,30414.6666666667,32154.3333333333,28401,29172,26681.6666666667
"SNX25",5720.26666666667,6699.33333333333,6028.43333333333,6522.7,7522.13333333333,6181.86666666667,8492.23333333333,6419.43333333333
"SNX27",22302,20891.4333333333,21003.8,22086.5333333333,22679.0666666667,20806.4333333333,25413.6666666667,21711.3333333333
"SNX3",15854.0333333333,15409.9666666667,15751.1666666667,17343.2666666667,20010.7,16255.5,19052,17824.9333333333
"SNX30",1338.66666666667,1333.66666666667,1097.43333333333,1851.33333333333,2038.2,1773.36666666667,1632.7,1554.33333333333
"SNX33",11413.6666666667,10631.3666666667,11485.3333333333,10093.8333333333,11304.4666666667,11139.8666666667,11312.7666666667,11128.9666666667
"SNX4",2833.1,2838.08666666667,2718.33333333333,3696.09666666667,3834.16666666667,3925.72,4562.3,4478.3
"SNX5",6049.73333333333,5812.83333333333,5634.16666666667,3846.86666666667,4302.23333333333,3990.36666666667,3953.3,3984.03333333333
"SNX6",69115.6666666667,69060.6666666667,65389,51488.6666666667,53713.3333333333,64480.3333333333,54255,53695
"SNX7",6636.6,6439.16666666667,6398.4,5197.26666666667,5671.33333333333,6109.83333333333,6109.23333333333,7179.83333333333
"SNX8",3625.47333333333,3022.89333333333,2656.74333333333,2554.06666666667,2627.78,2424.53,2172.45333333333,1791.47666666667
"SNX9",21060,21861,19291.3333333333,16516.3,17524.7,17364.2333333333,18193.1,14687.1333333333
"SOAT1",11293.3333333333,12195.4333333333,13054.2333333333,21700.9,27201.3333333333,25178,30269,27679.3333333333
"SOD1",40719.6666666667,38620.3333333333,41995.3333333333,18072.5333333333,25542.3333333333,25033,25995.5,29943
"SOD2",459830,391023.333333333,419736.666666667,261760,268003.333333333,321016.666666667,188783.333333333,279360
"SOGA1",1207.3,1288.63333333333,1815.1,1404.23333333333,1416.8,1280.46666666667,1488.5,1159.63333333333
"SON",108848.816666667,114608.5,111751.166666667,101614.666666667,107188.666666667,105469.333333333,106795.666666667,102374.5
"SORBS2",26972.8833333333,28838.0833333333,29266.3833333333,30695.48,34466.0166666667,41024.0333333333,41934.3333333333,40775.2
"SORBS3",8844.245,8404.01666666667,8057.37,8768.17166666667,12085.585,11540.0583333333,13444.3283333333,11421.1066666667
"SORCS3",1454.36666666667,3739.06666666667,2959.5,1294,1380.26666666667,2748.46666666667,3538.53333333333,1856.63333333333
"SORD",21765,20665,21620.3333333333,13397.3666666667,14692.8333333333,14424.4666666667,13502.1,14276.5666666667
"SORL1",3046.45,3827.3,3549.76333333333,4511.56333333333,5080.33333333333,4924.88,4642.77666666667,3603.21333333333
"SORT1",20965.6666666667,21799.6666666667,26132,27211.3333333333,29412.6666666667,21182,25378.3333333333,20528.6666666667
"SOS1",3617.73333333333,4169.23333333333,3791.33333333333,4101.3,4546,3726.06666666667,4150.43333333333,3583.36666666667
"SOWAHB",651.286666666667,687.463333333333,406.823333333333,970.99,718.393333333333,642.47,605.706666666667,699.356666666667
